"id";"image";"theme";"design";"punning";"cf";"cf_url";"memo"
"375";"b0501.jpg";"海屋添寿";"筹 + 海屋";"chip+haiwu";"‘海屋’作为换面元素此处被省略 Among the two basic visual elements of the design, ‘palatial building in the sea’ has been omitted in this case 广西博物馆古陶瓷精粹 Gems of ancient ceramics in Guangxi Museum 广西壮族自治区博物馆编 北京: 文物出版社, 2002, p. 134, pl. 140 粉彩碗 雍正 高 8.9 口径 22 底径 9.5厘米";;"Meng 1991:160; Qing glass snuff bottle, plate 3, p. x in White 1992; 18th - 19th century carved glass snuff bottle No. 47 in Hall 1992. Kerr, Rose ed. Chinese Art and Design 1991:plate 48, p. 122 ‘The scene shows pavilions on the Islands of the Immortals, a magic paradise land in the Eastern Sea. Two cranes fly out of the clouds and these birds together with the evergreen pine trees growing on the island traditionally bear wishes for a long life, something to which all Chinese aspired and which also had implications for the continuation of the family line.’ 耿宝昌2000中/221万历碗; Bower, Virginia, Josephine Hadley Knapp, Stephen Little, Robert Wilson Torchia, The Collections of the National Gallery of Art Systematic Catalogue: Decorative Arts, Part II - Far Eastern Ceramics and Paintings; National Gallery of Art, Washington 1998, p.227; 嘉德十年; Little Realm of the Immortals; Daoism in the Arts of China, Cleveland: Cleveland Museum of Art, 1988, no. 18 ；Lot 372, Fine Classical Chinese Paintings and Calligraphy, Christie’s, Hong Kong, 31st Oct. 2004; Dish with Isle of the Immortals, Realm of the Immortals: The Cleveland Museum of Art, Daoism in the arts of China / by Stephen Little. Bloomington: Indiana University Press, 1988, p. 45, pl. 18 ‘At the center of this dish is a roundel depicting a Daoist paradise, surrounded by clouds and rolling waves. In the foreground, three male deities are shown crossing the waves on a cloud. The cranes flying in the air also symbolize longevity. The symbolism of the dish expresses the wish for good fortune and longevity, and it is possible this and similar dishes were designed for an imperial birthday.’ 汪184 S75 剧本 汪98/32 世界陶磁 全集12图65雍正 老人举棍 Butler照片 故宫釉里红中221万历 Stamen Kangxi dish"
"376";"a9936.jpg";"海屋添寿";"筹 + 海屋";"chip+haiwu";"Among the two basic visual elements of the design, ‘palatial building in the sea’ has been omitted in this case ‘海屋’作为换面元素此处被省略 Elegant Brush: Chinese Painting Under the Quianlong Emperor, 1735-1795,pl. 12,p. 51 金廷标";;"Meng 1991:160; Qing glass snuff bottle, plate 3, p. x in White 1992; 18th - 19th century carved glass snuff bottle No. 47 in Hall 1992. Kerr, Rose ed. Chinese Art and Design 1991:plate 48, p. 122 ‘The scene shows pavilions on the Islands of the Immortals, a magic paradise land in the Eastern Sea. Two cranes fly out of the clouds and these birds together with the evergreen pine trees growing on the island traditionally bear wishes for a long life, something to which all Chinese aspired and which also had implications for the continuation of the family line.’ 耿宝昌2000中/221万历碗; Bower, Virginia, Josephine Hadley Knapp, Stephen Little, Robert Wilson Torchia, The Collections of the National Gallery of Art Systematic Catalogue: Decorative Arts, Part II - Far Eastern Ceramics and Paintings; National Gallery of Art, Washington 1998, p.227; 嘉德十年; Little Realm of the Immortals; Daoism in the Arts of China, Cleveland: Cleveland Museum of Art, 1988, no. 18 ；Lot 372, Fine Classical Chinese Paintings and Calligraphy, Christie’s, Hong Kong, 31st Oct. 2004; Dish with Isle of the Immortals, Realm of the Immortals: The Cleveland Museum of Art, Daoism in the arts of China / by Stephen Little. Bloomington: Indiana University Press, 1988, p. 45, pl. 18 ‘At the center of this dish is a roundel depicting a Daoist paradise, surrounded by clouds and rolling waves. In the foreground, three male deities are shown crossing the waves on a cloud. The cranes flying in the air also symbolize longevity. The symbolism of the dish expresses the wish for good fortune and longevity, and it is possible this and similar dishes were designed for an imperial birthday.’ 汪184 S75 剧本 汪98/32 世界陶磁 全集12图65雍正 老人举棍 Butler照片 故宫釉里红中221万历 Stamen Kangxi dish"
"377";"a0294.jpg";"荷包金余";"莲荷 + 金鱼";"lotus+goldfish";"-";;"A wooden toggle, plate 145 in Cammann 1962, 217; 18th century jade brushwasher, plate 363 in Sotheby’s Catalogue Nov. 19, 1986 Hong Kong; nephrite carved snuff bottle in Kleiner 1995:75 吉祥72; item 95 Roger Keverne Fine and Rare Chinese Works of Art and Ceramics, Winter Exhibition, 4 Nov. 2004; 中国边疆民族地区文物集萃 马自树主编 上海市: 上海辞书出版社, 1999, p.34; wooden toggle, plate 145 in Cammann 1962; 18th century jade brushwasher, Sotheby HK86 Nov19363; nephrite carved snuff bottle in Kleiner 1995:75; 玉器全集5:152"
"378";"a7704.jpg";"荷包金余";"莲荷 + 金鱼";"lotus+goldfish";"-";;"A wooden toggle, plate 145 in Cammann 1962, 217; 18th century jade brushwasher, plate 363 in Sotheby’s Catalogue Nov. 19, 1986 Hong Kong; nephrite carved snuff bottle in Kleiner 1995:75 吉祥72; item 95 Roger Keverne Fine and Rare Chinese Works of Art and Ceramics, Winter Exhibition, 4 Nov. 2004; 中国边疆民族地区文物集萃 马自树主编 上海市: 上海辞书出版社, 1999, p.34; wooden toggle, plate 145 in Cammann 1962; 18th century jade brushwasher, Sotheby HK86 Nov19363; nephrite carved snuff bottle in Kleiner 1995:75; 玉器全集5:152"
"379";"a8688.jpg";"荷包金余";"莲荷 + 金鱼";"lotus+goldfish";"-";;"A wooden toggle, plate 145 in Cammann 1962, 217; 18th century jade brushwasher, plate 363 in Sotheby’s Catalogue Nov. 19, 1986 Hong Kong; nephrite carved snuff bottle in Kleiner 1995:75 吉祥72; item 95 Roger Keverne Fine and Rare Chinese Works of Art and Ceramics, Winter Exhibition, 4 Nov. 2004; 中国边疆民族地区文物集萃 马自树主编 上海市: 上海辞书出版社, 1999, p.34; wooden toggle, plate 145 in Cammann 1962; 18th century jade brushwasher, Sotheby HK86 Nov19363; nephrite carved snuff bottle in Kleiner 1995:75; 玉器全集5:152"
"380";"a9287.jpg";"荷包金余";"莲荷 + 金鱼";"lotus+goldfish";"-";;"A wooden toggle, plate 145 in Cammann 1962, 217; 18th century jade brushwasher, plate 363 in Sotheby’s Catalogue Nov. 19, 1986 Hong Kong; nephrite carved snuff bottle in Kleiner 1995:75 吉祥72; item 95 Roger Keverne Fine and Rare Chinese Works of Art and Ceramics, Winter Exhibition, 4 Nov. 2004; 中国边疆民族地区文物集萃 马自树主编 上海市: 上海辞书出版社, 1999, p.34; wooden toggle, plate 145 in Cammann 1962; 18th century jade brushwasher, Sotheby HK86 Nov19363; nephrite carved snuff bottle in Kleiner 1995:75; 玉器全集5:152"
"381";"no-image.png";"和合利市";"莲荷 + 盒子 + 铜钱";"lotus-1+box+coin-1";;;"Qing paper-knife, plate 211 in Cao 1988"
"382";"hehemeimei-1.JPG";"和和美美";"莲荷 + 梅";"lotus-1+prunus-1";;;"钱振宗主编 清代瓷器赏鉴 香港：中华书局(香港)有限公司 1994， p. 297, pl. 397 Yongzheng doucai moon flask, Qian 1994:71; Li 1989:168"
"383";"heheruyi-1.jpg";"和合如意";"莲荷 + 盒子 + 如意";"lotus-1+box+sceptre";;;"Meng 1991:163 吉祥 276"
"384";"a5268.jpg";"和合如意";"莲荷 + 盒子 + 灵芝";"lotus-1+box+lucid ganoderma";"-";;"Meng 1991:163 吉祥 276"
"385";"hehewannian.jpg";"和合万年";"百合 + 万年青";"Chinese day-lily bulb-1+rhodea japonica";;;"Liu & Wang 1991:17/111"
"386";"a9715.jpg";"和平之声";"鸽子 + 鞭炮";"dove+firecracker";"郭味蕖 中國近代名家書畫全集;29 主編許禮平 香港: 翰墨軒出版有限公司, 1998,p.26 ‘和平之声’1959 107x45";;"-"
"387";"qinghaiheyan-1.jpg";"河清海晏";"莲荷 + 燕子";"lotus-2 + swallow";"-";;"Meng 1991:166; S328 日知录:2220"
"388";"a2722.jpg";"河清海晏";"莲荷 + 海燕";"lotus-2 + sea goose";"-";;"Meng 1991:166; S328 日知录:2220"
"389";"hexie-1.jpg";"传胪";"蟹 + 芦苇";"crab+reed";;;"Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b. 徐渭黄甲图 (玉雕) S309a 徐渭黄甲图郎绍君 Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b"
"390";"a3885.jpg";"和谐";"莲荷 + 蟹";"lotus-1+crab-1";"-";;"Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b. 徐渭黄甲图 (玉雕) S309a 徐渭黄甲图郎绍君 Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b"
"391";"a4717.jpg";"和谐";"莲荷 + 蟹";"lotus-1+crab-1";"-";;"Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b. 徐渭黄甲图 (玉雕) S309a 徐渭黄甲图郎绍君 Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b"
"392";"a9796.jpg";"和谐";"莲荷 + 蟹";"lotus-1+crab-1";"故宫文物月刊45, 四卷九期27页宋人残荷螃蟹图故宫博物院藏";;"Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b. 徐渭黄甲图 (玉雕) S309a 徐渭黄甲图郎绍君 Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b"
"393";"a9652.jpg";"和谐";"莲荷 + 蟹";"lotus-1+crab-1";"故宫文物月刊No.142 十二卷 十期 1995 p. 18";;"Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b. 徐渭黄甲图 (玉雕) S309a 徐渭黄甲图郎绍君 Song jade carving Orientation No. 92, 1991, p. 31; Kangxi bamboo carving, plate 31 in Wang & Weng 1983; 18th-19th century bamboo brush holder, plate 20 in Wang & Weng 1983; 18th - 19th century carved glass snuff bottles, No. 35 & 36 Hall 1990b"
"394";"kx_fanhong_hongfu_pan.jpg";"洪福齐天";"蝙蝠";"red bat in the sky";"-";;"Meng 1991:167; Qianlong doucai covered jar, plate 71 in Cort & Stuart 1993; 简明陶瓷辞典160 康熙红彩盘S241 May your luck be spread to the very confines of the universe 钱振宗主编 清代瓷器赏鉴 香港：中华书局(香港)有限公司 1994， p. 307, pl. 412; 287 pl 383; 281 pl 374; 270 pl 358; 52 pl.45"
"395";"no-image.png";"红梅多结子 绿竹又生孙";"梅 + 竹子 + 竹笋";"prunus-2+bamboo-1+bamboo shoot";;;"Wang (1991:579): Qing Yangliuqing colour print; Xuantong vase in Liu 1991:249"
"396";"a5280.jpg";"华封三祝";"三 + 天竹";"three bamboo stems";"-";;"-"
"397";"a2758.jpg";"欢天喜地";"獾 + 喜鹊";"badger+magpie+huantianxidi";"-";;"Liu & Wang 1991:123; Snuff bottle, glass, Qing dynasty, White 1992, plate 2"
"398";"a6256.jpg";"欢天喜地";"獾 + 喜鹊";"badger+magpie+huantianxidi";"-";;"Liu & Wang 1991:123; Snuff bottle, glass, Qing dynasty, White 1992, plate 2"
"399";"a9216.jpg";"汲汲高官";"鸡冠花";"cockscomb";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 5, pl.55 立轴 纸本 水墨设色 133 x 33cm ca. late 1930s 天津人民美术出版社藏";;"-"
"400";"a9156.jpg";"吉利万年";"鸡 + 荔枝";"lychee-1+chicken-1";"严欣强，金岩编 齐白石画集 北京: 外文出版社, 1990 p.111, pl.95, 138x56cm, 1947年";;"-"
"402";"jiqing.jpg";"吉庆";"击 + 磬";"jiqing";"-";;"Jade carving, plate 179 in Ip 1983 击磬图黄慎"
"403";"a5156.jpg";"吉庆";"击 + 磬";"jiqing";"-";;"Jade carving, plate 179 in Ip 1983 击磬图黄慎"
"404";"a2911.jpg";"吉庆";"击 + 磬";"jiqing";"-";;"Jade carving, plate 179 in Ip 1983 击磬图黄慎"
"405";"a6022.jpg";"吉庆";"击 + 磬";"jiqing";"-";;"Jade carving, plate 179 in Ip 1983 击磬图黄慎"
"406";"a2740.jpg";"吉庆";"戟 + 磬";"halberd+stone music triangle";"-";;"Jade carving, plate 179 in Ip 1983 击磬图黄慎"
"407";"a6021.jpg";"吉庆";"戟 + 磬";"halberd+stone music triangle";"-";;"Jade carving, plate 179 in Ip 1983 击磬图黄慎"
"408";"jiqingpingan-1.jpg";"吉庆平安";"戟 + 磬 + 瓶";"halberd+stone music triangle+vase";;;"Meng 1991:181"
"409";"jiqingruyi.jpg";"吉庆如意";"磬 + 如意";"stone music triangle+sceptre";"-";;"Ming stone chime, plate 436 in Lee Kong Chien Museum Catalogue, The National University of Singapore; Painting by Qi Baishi, ink and watercolour on paper, in Orientations 1988/10, p. 67"
"410";"a9554.jpg";"吉庆如意";"磬 + 如意";"stone music triangle+sceptre";"蒋璋 Jiang Zhang, active during the reigns of Kangxi, Yongzheng, and Qianlong, hanging scroll, ink and colour on papger, 146.5x75.2cm private collection 京江画派 赵力 济南: 山东美术出版社, 2004, p. 25, pl. 7 '...童子高举着的戟则是‘财神’赵公明的独门兵器‘九节银鞭’的演化'";;"Ming stone chime, plate 436 in Lee Kong Chien Museum Catalogue, The National University of Singapore; Painting by Qi Baishi, ink and watercolour on paper, in Orientations 1988/10, p. 67"
"411";"a9148.jpg";"吉庆如意";"磬 + 如意";"stone music triangle+sceptre";"故宫文物月刊 No.7, 1983, p.101, 掐丝珐琅太平有象 台北故宫博物院藏";;"Ming stone chime, plate 436 in Lee Kong Chien Museum Catalogue, The National University of Singapore; Painting by Qi Baishi, ink and watercolour on paper, in Orientations 1988/10, p. 67"
"412";"b1895.jpg";"吉庆如意";"磬 + 如意";"stone music triangle+sceptre";;"http://www.city.kobe.jp/cityoffice/57/museum/meihin/6-1_nagasaki/068.html";"A Rare Pair of Cinnebar Lacquer Double Gourd ‘Daji’ Wall Appiliques, Height: circa 71 cm, Qianlong Period (1736-1795, This pair of large wooden appliques is carved and lacquered in high relief in the shape of a double gourd vase on a stand. The upper and lower lobes have gilt bronze ruyi-head medallions enclosing the characters da and ji encircled by the eight Buddhist symbols and leafy lotus scrolls. The two lobes of the gourd are tied at the waist with a gilt bow decorated with a large bat. An archaistic stone chime hanging from a double crescent halberd and a ruyi-sceptre can be seen in the top of the vases. In China, auspicious symbols were used in homes to bring luck and convey messages. These panels are full of symbolism of which the Chinese culture is so rich. The double gourd shape of these appliques contains symbols which form the rebus‘may you have numerous descendants; indicating good fortune in producing ample male progeny. The desire for sons and long life is reinforced by the addition of the characters daji – great fortune - to the design. Further symbolism can be found in the bats - an often used motif for happiness and longevity. At the waist of the double gourd there is one large bat and on the ruyi-sceptre decoration there is a group of five symbolising the Five Blessings. The curling head of the ruyi-sceptre represents the auspicious lingzhi fungus and is believed to bring good luck to its owner. "
